"concept","word","country","gender","preference","id"
"Family nutrition","Being Nutritious Applies To The Variety He Plants Too.","Uganda","Male","LessPreferred",4503
"Home use","He Has Less Animals Yet This Variety Is Much Suitable For Provision Of Feeds To Animals.","Uganda","Male","LessPreferred",4504
"Livestock feed","Because It Is Yellow Maize","Uganda","Female","LessPreferred",4505
"Drought avoidance","Drought Resistance Because According To The Good Three Varieties And According To Her Ranking","Uganda","Female","LessPreferred",4506
"Livestock feed","Due To The Limited Space He Has","Uganda","Male","LessPreferred",4507
"Family nutrition","This Is Because The Corns Are Not All That Big","Uganda","Male","LessPreferred",4508
"Intercropping (with beans)","Returns Are Smaller With Intercropping","Uganda","Female","LessPreferred",4509
"Family nutrition","We Sell Any Type We Have Regardless Of Nutritional Value","Uganda","Female","LessPreferred",4510
"Livestock feed","The Available Types Also Offer Feeds To Animals Not Marketable","Uganda","Male","LessPreferred",4511
"Family nutrition","Can Get Nutrients Elsewhere","Uganda","Male","LessPreferred",4512
"Drought avoidance","It Requires Alot Of Fertilizer","Uganda","Female","LessPreferred",4513
"Home use","Its Basically For Home Consumption Yet Me I Focus On Maize I Can Sell And Get Money","Uganda","Male","LessPreferred",4514
"Livestock feed","Its Majorly For Animals And Has No Raedy Market","Uganda","Male","LessPreferred",4515
"Resilience","The Yields Are Quit Low So It Does Not Meet My Needs","Uganda","Female","LessPreferred",4516
"Food and fodder","Its Market Is Hard To Get Because Its Specifically For Pigs And Chicken.","Uganda","Male","LessPreferred",4517
"Livestock feed","Because Its For Animals And I Don`T Rear Animals","Uganda","Female","LessPreferred",4518
"Resilience","Because It Needs Alot Of Fertilizers To Grow Well","Uganda","Female","LessPreferred",4519
"Livestock feed","Because Its For Animals Only And I Don`T Animals. Its Not Drought Resistant.","Uganda","Male","LessPreferred",4520
"Intercropping (with beans)","Because It Needs Alot Of Land For Cultivation And It Yields Less","Uganda","Male","LessPreferred",4521
"Home use","Because It`S Majorly Fo Home Use And Me I Want The One Which Is Majorly For Selling.","Uganda","Male","LessPreferred",4522
"Intercropping (with beans)","It Can Not Be Grown In A Small Piece Of Land Because It Needs Alot Of Spacing When Planting.","Uganda","Female","LessPreferred",4523
"Resilience","Because It Needs Application Of Fertilizers For It To Grow Well.","Uganda","Female","LessPreferred",4524
"Family nutrition","Have Less Land And It Has No Market.","Uganda","Female","LessPreferred",4525
"Resilience","In Times Of Drought Or Disease You Can Not Get Reasonable Amounts Of Returns Or Harvest.","Uganda","Female","LessPreferred",4526
"Intercropping (with beans)","It Gives Low Output At Harvest Period.","Uganda","Male","LessPreferred",4527
"Resilience","The Difference Is Not Much From My Variety.","Uganda","Male","LessPreferred",4528
"Family nutrition","They Concetrated Mostly On The Nutriunts It Has Other Than The Yield I Can Get Out Of It","Uganda","Male","LessPreferred",4529
"Food and fodder","It Needs Alot Of Fertilizers Which We Cant Afford","Uganda","Female","LessPreferred",4530
"Resilience","It Matures In Four Months","Uganda","Female","LessPreferred",4531
"Home use","It Needs Alot Of Fertilizer And Its Not Drought Resistant","Uganda","Male","LessPreferred",4532
"Livestock feed","Similar To Food And Fodder","Uganda","Male","LessPreferred",4533
"Family nutrition","Not So Drought Resistant","Uganda","Male","LessPreferred",4534
"Food and fodder","Has No Animals So Not Applicable Low Harvest","Uganda","Female","LessPreferred",4535
"Intercropping (with beans)","Yields Are Low So Not Economically Viable","Uganda","Female","LessPreferred",4536
"Intercropping (with beans)","Because You Can`T Grow It Without The Beans","Uganda","Female","LessPreferred",4537
"Drought avoidance","Because I Think It Is Very Strong For Drought But When The Rains Are Much It Might Not Survive","Uganda","Female","LessPreferred",4538
"Green maize","In This Village There`S No Market For The Green Maize","Uganda","Male","LessPreferred",4539
"Food and fodder","Of The Three Varieties This Would Be My Number Three Hencei My Cows Have Not Learnt This Kind Of Feeding","Uganda","Male","LessPreferred",4540
"Intercropping (with beans)","Low Harvest","Uganda","Male","LessPreferred",4541
"Food and fodder","Yields Are Low","Uganda","Male","LessPreferred",4542
"Intercropping (with beans)","Low Yield","Uganda","Male","LessPreferred",4543
"Family nutrition","There Are Other Sources Of Nutrients Other Than Maize Like Fruits","Uganda","Female","LessPreferred",4544
"Food and fodder","To Look For Market Of The Cattle Feeds Might Be Difficult And It Is Almost The Same Like The One We Grow","Uganda","Male","LessPreferred",4545
"Intercropping (with beans)","She Says She Is Not Into Growing Beans So The Intercropping Would Not Be Good For Her","Uganda","Female","LessPreferred",4546
"Home use","All Varieties Are Good But This Home Use Is Almost The Same With The One We Grow Thought He Still Insists That It Is Not Similar To The One He Grows","Uganda","Male","LessPreferred",4547
"Green maize","Because I May Not Get The Immediate Market For The Green Maize","Uganda","Female","LessPreferred",4548
"Food and fodder","It Is Not Drought Resistant","Uganda","Male","LessPreferred",4549
"Home use","We Dont Store Maize  Once It Dries We Sell It Immediately So Being Resistant To Diseases During Storage Is Not My Problem","Uganda","Female","LessPreferred",4550
"Livestock feed","Its For Animals Only","Uganda","Female","LessPreferred",4551
"Green maize","It Doesnt Have Rady Market Like Dry Maize","Uganda","Female","LessPreferred",4552
"Home use","It`S Long Period To Mature For Harvest And That Is Four Months Compared That Of Resilient.","Uganda","Male","LessPreferred",4553
"Family nutrition","Because Its Yellow In Color And Yellow Grains Have No M","Uganda","Female","LessPreferred",4554
"Family nutrition","Because The High Nutrients In This Type Of Maize Is Majorly Fo Children Only.","Uganda","Female","LessPreferred",4555
"Green maize","Because One Maize Plant Bares One Corn Like The One I Grow.","Uganda","Male","LessPreferred",4556
"Food and fodder","This Variety Takes Long To Mature And I Have No Animals To Give Such Feeds.","Uganda","Male","LessPreferred",4557
"Livestock feed","Has Less Market.","Uganda","Female","LessPreferred",4558
"Green maize","Slightly Similar To Mine.","Uganda","Female","LessPreferred",4559
"Livestock feed","I Have Less Animals So This Is Of Less Use To Me.","Uganda","Male","LessPreferred",4560
"Livestock feed","Because It Is Not Drought Resistance And It Needs A Lot Of Fertilizers","Uganda","Male","LessPreferred",4561
"Intercropping (with beans)","Because It Is Similar With What I Have Been Growing","Uganda","Male","LessPreferred",4562
"Green maize","According To The Three Varieties Shown This Would Be My Last Since I Can Sell Other Varieties When They Are Still Green","Uganda","Female","LessPreferred",4563
"Green maize","Its Good For People Rareing Alot Of Animals","Uganda","Male","LessPreferred",4564
"Food and fodder","Its Nutrious For Animals Which Is Not My Focus Right Now","Uganda","Female","LessPreferred",4565
"Food and fodder","It Needs Different Fertilizers","Uganda","Male","LessPreferred",4566
"Livestock feed","Its Basically For Animals","Uganda","Female","LessPreferred",4567
"Home use","I Believe My Variety Too Is Good For Home Consumption.","Uganda","Female","LessPreferred",4568
"Home use","It`S Similar To The Variety I Intend To Plant.","Uganda","Female","LessPreferred",4569
"Intercropping (with beans)","I Never Indulge In Intercropping.","Uganda","Male","LessPreferred",4570
"Livestock feed","It`S Not Popular In The Market Because It`S Basically Suitable For Animals And Birds.","Uganda","Male","LessPreferred",4571
"Livestock feed","Because I Don`T Rear Animals And Is Purposely For Animals","Uganda","Female","LessPreferred",4572
"Resilience","Because I Don`T Know The Size Of Corns It Baresbe","Uganda","Male","LessPreferred",4573
"Home use","Because It`S Major Purpose Is Home Use And Me I Grow Maize For Business Only","Uganda","Male","LessPreferred",4574
"Food and fodder","Because Its For Animals Only","Uganda","Female","LessPreferred",4575
"Family nutrition","There Are Other Sources Of Vitamins Not Only Maize","Uganda","Female","LessPreferred",4576
"Green maize","More Sales Would Be Realised If Sold Dry","Uganda","Male","LessPreferred",4577
"Drought avoidance","You Don`T Intercrop","Uganda","Female","LessPreferred",4578
"Food and fodder","Since He Doesn`T Have Many Animals He Doesn`T Want It","Uganda","Male","LessPreferred",4579
"Green maize","Low Returns","Uganda","Female","LessPreferred",4580
"Food and fodder","She Does Not Have Cattle For It","Uganda","Female","LessPreferred",4581
"Food and fodder","Because I Don`T Rear Animals","Uganda","Male","LessPreferred",4582
"Resilience","It Yields Less.","Uganda","Male","LessPreferred",4583
"Drought avoidance","Some How Similar To Mine.","Uganda","Female","LessPreferred",4584
"Green maize","It Doesn`T Last For Long Like Other Varieties.","Uganda","Male","LessPreferred",4585
"Green maize","I Dont Normally Deal In Selling Fresh Maize","Uganda","Female","LessPreferred",4586
"Livestock feed","Has Few Animals","Uganda","Male","LessPreferred",4587
"Resilience","Does Not Yield High Harvest","Uganda","Male","LessPreferred",4588
"Family nutrition","All Maize Is Nutritious","Uganda","Female","LessPreferred",4589
"Livestock feed","Requires Fertilisers Yet They Are Poor","Uganda","Male","LessPreferred",4590
"Food and fodder","Does Not Have Animals","Uganda","Male","LessPreferred",4591
"Green maize","Prefer Selling Dry Grains For Higher Price","Uganda","Female","LessPreferred",4592
"Family nutrition","Not Economically Viable","Uganda","Female","LessPreferred",4593
"Family nutrition","Not Marketable","Uganda","Female","LessPreferred",4594
"Livestock feed","This Variety Has No Market Because Of Its Yellow Colour.","Uganda","Male","LessPreferred",4595
"Home use","It Is Similar To The Variety I Intend To Plant","Uganda","Male","LessPreferred",4596
"Livestock feed","It Has No Market.","Uganda","Female","LessPreferred",4597
"Green maize","I`M Interested In The Traits Of The First Two Unlike The Nutritious Variety.","Uganda","Male","LessPreferred",4598
"Food and fodder","I Have No Animals.","Uganda","Female","LessPreferred",4599
"Resilience","It Gives Less Returns On Harvest.","Uganda","Female","LessPreferred",4600
"Food and fodder","It Has Little Harvest And Different Fertilizer","Uganda","Male","LessPreferred",4601
"Food and fodder","It Doesn`T Drought And Diseases And Needs Alot Of Fertilizers","Uganda","Female","LessPreferred",4602
"Livestock feed","No Market For That Type And Doesn`T Sustain Drought","Uganda","Male","LessPreferred",4603
"Home use","It Has Less Yields","Uganda","Female","LessPreferred",4604
"Home use","It Is Only For Home Consumption.","Uganda","Female","LessPreferred",4605
"Resilience","It Is Not Resistant To Diseases.","Uganda","Male","LessPreferred",4606
"Food and fodder","The Yields Seem To Be Minimal.","Uganda","Female","LessPreferred",4607
"Livestock feed","It Is For Only Animals.","Uganda","Female","LessPreferred",4608
"Food and fodder","It May Not Yield Much During Drought","Uganda","Male","LessPreferred",4609
"Home use","They Have Not Showed Me How Much I Can Yield","Uganda","Male","LessPreferred",4610
"Family nutrition","It Requires Alot Of Fertilizers","Uganda","Male","LessPreferred",4611
"Livestock feed","It Is For Only Animals And I Could Make A Loss","Uganda","Male","LessPreferred",4612
"Livestock feed","Good For Only Large Scale Farmers Which The Respondent Is Not","Uganda","Male","LessPreferred",4613
"Green maize","Because It Is Sold Raw And It Is Hard To Find The Market Yet The Dry Can Be Stored If There Is No Market","Uganda","Female","LessPreferred",4614
"Food and fodder","Because The Respondent Also Feeds Her Family And Her Animals On The Maize She Is Currently Growing","Uganda","Female","LessPreferred",4615
"Livestock feed","Because It Doesnt Have As Much Market Here","Uganda","Female","LessPreferred",4616
"Home use","Its Not Multipurpose","Uganda","Male","LessPreferred",4617
"Home use","Its Not Multipurpose","Uganda","Female","LessPreferred",4618
"Family nutrition","Because Its Yellow","Uganda","Female","LessPreferred",4619
"Home use","For Food At Home And The Remains I Can Feed My Animals","Uganda","Male","LessPreferred",4620
"Family nutrition","It Is Almost Similar With What We Have","Uganda","Male","LessPreferred",4621
"Green maize","The Green Variety Is Mostly Eaten As A Variety But Not Food","Uganda","Male","LessPreferred",4622
"Resilience","It Is Also Not Bad As Such But The Other Two Has More Good Things Than This One To Me","Uganda","Female","LessPreferred",4623
"Home use","This Seems To Be Similar With What We Have Been Growing","Uganda","Male","LessPreferred",4624
"Family nutrition","It`S Long Months To Be Harvested. Its Yellow In Color So Maize With That Color Has No Market.","Uganda","Female","LessPreferred",4625
"Home use","This Variety Needs Good Timing For You To Be Able To Get Good Yields","Uganda","Female","LessPreferred",4626
"Intercropping (with beans)","Its Labour Intensive Which I Dont Have","Uganda","Male","LessPreferred",4627
