"concept","preference","country","gender","word"
"Livestock feed","LessPreferred","Uganda","Female","dont rear livestock purposely livestock"
"Resilience","LessPreferred","Uganda","Male","dont know size cobs baresbe"
"Home use","LessPreferred","Uganda","Male","major purpose household uses grow maize business"
"Food and fodder","LessPreferred","Uganda","Female","livestock"
"Family nutrition","LessPreferred","Uganda","Female","source nutritious maize"
"Green maize","LessPreferred","Uganda","Male","sales realised sold drought"
"Drought avoidance","LessPreferred","Uganda","Female","dont intercrop"
"Food and fodder","LessPreferred","Uganda","Male","doesnt many livestock doesnt wants"
"Green maize","LessPreferred","Uganda","Female","low returns"
"Food and fodder","LessPreferred","Uganda","Female","livestock"
"Food and fodder","LessPreferred","Uganda","Male","dont rear livestock"
"Resilience","LessPreferred","Uganda","Male","yield less"
"Drought avoidance","LessPreferred","Uganda","Female","similar mine"
"Green maize","LessPreferred","Uganda","Male","doesnt last long"
"Green maize","LessPreferred","Uganda","Female","dont normally deal selling fresh maize"
"Livestock feed","LessPreferred","Uganda","Male","livestock"
"Resilience","LessPreferred","Uganda","Male","yield high harvest"
"Family nutrition","LessPreferred","Uganda","Female","maize nutritious"
"Livestock feed","LessPreferred","Uganda","Male","requires fertilizer yet poor"
"Food and fodder","LessPreferred","Uganda","Male","livestock"
"Green maize","LessPreferred","Uganda","Female","prefers  selling drought rainfall higher price"
"Family nutrition","LessPreferred","Uganda","Female","economically viable"
"Family nutrition","LessPreferred","Uganda","Female","market"
"Livestock feed","LessPreferred","Uganda","Male","market yellow color"
"Home use","LessPreferred","Uganda","Male","similar intend plant"
"Livestock feed","LessPreferred","Uganda","Female","market"
"Green maize","LessPreferred","Uganda","Male","interested traits first nutritious"
"Food and fodder","LessPreferred","Uganda","Female","livestock"
"Resilience","LessPreferred","Uganda","Female","gives less returns harvest"
"Food and fodder","LessPreferred","Uganda","Male","little harvest different fertilizer"
"Food and fodder","LessPreferred","Uganda","Female","doesnt drought disease needs alot fertilizer"
"Livestock feed","LessPreferred","Uganda","Male","market type doesnt sustain drought"
"Home use","LessPreferred","Uganda","Female","less yield"
"Home use","LessPreferred","Uganda","Female","household consumption"
"Resilience","LessPreferred","Uganda","Male","resistant disease"
"Food and fodder","LessPreferred","Uganda","Female","yield seem minimal"
"Livestock feed","LessPreferred","Uganda","Female","livestock"
"Food and fodder","LessPreferred","Uganda","Male","yield much drought"
"Home use","LessPreferred","Uganda","Male","showed much yield"
"Family nutrition","LessPreferred","Uganda","Male","requires alot fertilizer"
"Livestock feed","LessPreferred","Uganda","Male","livestock make loss"
"Livestock feed","LessPreferred","Uganda","Male","good large scale farmers respondent"
"Green maize","LessPreferred","Uganda","Female","sold raw hard find market yet drought storage market"
"Food and fodder","LessPreferred","Uganda","Female","respondent fodder household livestock maize currently growing"
"Livestock feed","LessPreferred","Uganda","Female","doesnt much market"
"Home use","LessPreferred","Uganda","Male","multipurpose"
"Home use","LessPreferred","Uganda","Female","multipurpose"
"Family nutrition","LessPreferred","Uganda","Female","yellow"
"Home use","LessPreferred","Uganda","Male","food household remains fodder livestock"
"Family nutrition","LessPreferred","Uganda","Male","almost similar"
"Green maize","LessPreferred","Uganda","Male","green mostly food"
"Resilience","LessPreferred","Uganda","Female","bad good things"
"Home use","LessPreferred","Uganda","Male","seems similar growing"
"Family nutrition","LessPreferred","Uganda","Female","long months harvested yellow color maize color market"
"Home use","LessPreferred","Uganda","Female","needs good timing able good yield"
"Intercropping (with beans)","LessPreferred","Uganda","Male","labour intensive dont"
"Green maize","LessPreferred","Uganda","Male","high gestation periodand answer needs specifically"
"Green maize","LessPreferred","Uganda","Female","facts theres limited market green maize"
"Family nutrition","LessPreferred","Uganda","Male","nutrisious takes along time drought resistant according"
"Family nutrition","LessPreferred","Uganda","Female","says nutritious nutrient acquired crop video cant easily put market"
"Green maize","LessPreferred","Uganda","Female","slightly similar plant"
"Livestock feed","LessPreferred","Uganda","Female","needs high application fertilizer grow"
"Livestock feed","LessPreferred","Uganda","Male","livestock man fodder"
"Food and fodder","LessPreferred","Uganda","Male","drought resistant know seasons keeps changing pests cides"
"Drought avoidance","LessPreferred","Uganda","Female","needs fertilizer grow"
"Livestock feed","LessPreferred","Uganda","Female","farmers rear livestock dont rear livestock useless"
"Intercropping (with beans)","LessPreferred","Uganda","Male","takes long harvested"
"Resilience","LessPreferred","Uganda","Female","low harvest"
"Intercropping (with beans)","LessPreferred","Uganda","Male","low yield"
"Intercropping (with beans)","LessPreferred","Uganda","Female","different grow much little difference grow"
"Drought avoidance","LessPreferred","Uganda","Male","takes shorter periods something similar gave bad experience something shorter periods"
"Resilience","LessPreferred","Uganda","Male","according saw resilient last fodder livestock"
"Green maize","LessPreferred","Uganda","Female","didnt facts sell green"
"Livestock feed","LessPreferred","Uganda","Female","livestock yet dont moment drought resistant"
"Resilience","LessPreferred","Uganda","Male","time takes grow growing now"
"Intercropping (with beans)","LessPreferred","Uganda","Male","dont mixing maize diturbs weeding"
"Family nutrition","LessPreferred","Uganda","Female","yellow maize market especially grow maize household sale"
"Drought avoidance","LessPreferred","Uganda","Male","maize size bit smaller"
"Livestock feed","LessPreferred","Uganda","Female","serves purpose livestock"
"Green maize","LessPreferred","Uganda","Male","difference grow"
"Family nutrition","LessPreferred","Uganda","Female","color yellow dont peoplebuyers white maize"
"Resilience","LessPreferred","Uganda","Female","slightly similar"
"Intercropping (with beans)","LessPreferred","Uganda","Female","much interested intercrop"
"Home use","LessPreferred","Uganda","Male","believes plants serves purpose household uses"
"Green maize","LessPreferred","Uganda","Male","slightly similar traits"
"Family nutrition","LessPreferred","Uganda","Female","livestock nutritional value important"
"Resilience","LessPreferred","Uganda","Female","take long grow"
"Intercropping (with beans)","LessPreferred","Uganda","Male","low harvest"
"Food and fodder","LessPreferred","Uganda","Male","livestock eat anything"
"Livestock feed","LessPreferred","Uganda","Male","different local recycled"
"Green maize","LessPreferred","Uganda","Female","resistant drought"
"Green maize","LessPreferred","Uganda","Male","economically viable"
"Family nutrition","LessPreferred","Uganda","Female","economically viable"
"Livestock feed","LessPreferred","Uganda","Female","livestock eat types"
"Home use","LessPreferred","Uganda","Female","fewer benefits"
"Intercropping (with beans)","LessPreferred","Uganda","Male","little harvest"
"Family nutrition","LessPreferred","Uganda","Female","ever planted popular market"
"Livestock feed","LessPreferred","Uganda","Female","livestock fodder limited land"
"Drought avoidance","LessPreferred","Uganda","Female","traits found plant"
"Family nutrition","LessPreferred","Uganda","Male","contains nutritious aits nutritious"
"Resilience","LessPreferred","Uganda","Male","resistant drought later low put"
"Food and fodder","LessPreferred","Uganda","Male","less market"
"Family nutrition","LessPreferred","Uganda","Male","nutritious applies current rares"
"Livestock feed","LessPreferred","Uganda","Female","market needs alot fertilizer need space"
"Family nutrition","LessPreferred","Uganda","Male","market color yellow reduces market"
"Food and fodder","LessPreferred","Uganda","Female","good livestock livestock dont"
"Livestock feed","LessPreferred","Uganda","Female","livestock dont space grow limmitted market"
"Resilience","LessPreferred","Uganda","Male","much different mine"
"Food and fodder","LessPreferred","Uganda","Male","good people livestock"
"Intercropping (with beans)","LessPreferred","Uganda","Female","yield much"
"Green maize","LessPreferred","Uganda","Male","gives less yield"
"Intercropping (with beans)","LessPreferred","Uganda","Male","gives less yield"
"Home use","LessPreferred","Uganda","Female","give less yield"
"Livestock feed","LessPreferred","Uganda","Male","livestock"
"Livestock feed","LessPreferred","Uganda","Female","fodder livestock"
"Drought avoidance","LessPreferred","Uganda","Male","weather least okay"
"Food and fodder","LessPreferred","Uganda","Female","livestock"
"Intercropping (with beans)","LessPreferred","Uganda","Female","cant fodder livestock"
"Green maize","LessPreferred","Uganda","Female","needs fertilizer"
"Food and fodder","LessPreferred","Uganda","Male","remain fodder livestock"
"Family nutrition","LessPreferred","Uganda","Male","grow commercial work"
"Drought avoidance","LessPreferred","Uganda","Female","needs much attention disease fertilizer"
"Home use","LessPreferred","Uganda","Female","doesnot nutritious"
"Intercropping (with beans)","LessPreferred","Uganda","Male","much affected bad weather"
"Resilience","LessPreferred","Uganda","Male","resilient type yield using"
"Family nutrition","LessPreferred","Uganda","Male","dont"
"Livestock feed","LessPreferred","Uganda","Female","fodder ready market"
"Intercropping (with beans)","LessPreferred","Uganda","Female","low yield expected"
"Livestock feed","LessPreferred","Uganda","Male","market fodder varietyth"
"Green maize","LessPreferred","Uganda","Female","village theres market green maize prefers  much"
"Livestock feed","LessPreferred","Uganda","Female","limited livestock easily affected drought disease"
"Intercropping (with beans)","LessPreferred","Uganda","Male","takes alot spaces leads less yield compared intercrop"
"Livestock feed","LessPreferred","Uganda","Female","little market community"
"Food and fodder","LessPreferred","Uganda","Female","produces low yield"
"Livestock feed","LessPreferred","Uganda","Female","ready marketit"
"Food and fodder","LessPreferred","Uganda","Male","low yield expected"
"Family nutrition","LessPreferred","Uganda","Male","livestock fodder fodder human fodder intercrop much nutritious"
"Drought avoidance","LessPreferred","Uganda","Female","gives less yieds times"
"Livestock feed","LessPreferred","Uganda","Female","livestock fodder find hard market"
"Livestock feed","LessPreferred","Uganda","Female","livestock"
"Resilience","LessPreferred","Uganda","Male","doesnt show number cobs"
